tech_id,tech_name,localization_description,category,vanilla_era,technology_definition_file,icon,icon_exists,shared_icon,name_localization_exists,description_localization_exists,name_localization_source,description_localization_source,localization_validation,vanilla_prerequisites,vanilla_ai_weight,ai_weight_class,vanilla_direct_modifiers,scripted_modifiers_or_effects,other_direct_properties,can_research,unlock_count,unlock_summary,reference_count,reference_summary,current_mod_status,definition_delta,prerequisite_delta,modifier_delta,unlock_delta,ai_weight_delta,localization_delta,historical_concept,historical_window_estimate,early_tree_relevance,best_matching_v1_branch,best_matching_v1_node,secondary_matching_nodes,overlap_class,primary_action,secondary_actions,recommended_target_era,recommended_prerequisite_changes,recommended_unlock_changes,historical_problem,gameplay_problem,duplication_problem,implementation_risk,hardcoded_or_engine_sensitive,naval_great_wave_dependency,defer_to_tech_1b,regionalization_candidate,ai_weight_rework_risk,confidence,notes,source_definition_file
cotton_gin,Cotton Gin,"The cotton gin is a machine which quickly separates the cotton from its seeds, enabling a much faster processing time than doing it by hand.",Production,era_1,common/technology/technologies/10_production.txt,gfx/interface/icons/invention_icons/cotton_gin.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:172,localization/english/inventions_l_english.yml:173,OK,manufacturies,value = 1,STATIC,building_cotton_plantation_throughput_add=0.25,NONE,NONE,yes(default),6,company_types=6,13,COMPANY_REQUIREMENT=9; EVENT_EFFECT=1; LOCALIZATION_ONLY=2; PREREQUISITE=1,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,"Cotton Gin; The cotton gin is a machine which quickly separates the cotton from its seeds, enabling a much faster processing time than doing it by hand.",1793–1794+,DIRECT_1700_1836,Production V1.1,cotton_gin,NONE,EXACT,RETIME,REWIRE,ERA IV,Rewire toward V1 prerequisite logic: mechanized_spinning,Preserve indexed unlocks initially; retime/rewire after dependency review.,Usable concept; timing and granularity must be reconciled with the 1700-1836 V1 node.,"8 indexed relations and 13 occurrences make RETIME an integration task, not a label-only edit.",EXACT overlap with cotton_gin: Same machine and plantation-processing role.,MEDIUM,NO,NO,NO,NO,NO,HIGH,Same machine and plantation-processing role.,common/technology/technologies/10_production.txt:58
distillation,Distillation,"Distillation is the ability to separate components of a liquid using different boiling temperatures, allowing for all sorts of further uses.",Production,era_1,common/technology/technologies/10_production.txt,gfx/interface/icons/invention_icons/distillation.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:182,localization/english/inventions_l_english.yml:183,OK,manufacturies,value = 1,STATIC,NONE,NONE,NONE,yes(default),2,production_methods=2,7,EVENT_EFFECT=2; LOCALIZATION_ONLY=2; PM_REQUIREMENT=2; PREREQUISITE=1,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,"Continuous Distillation; Distillation is the ability to separate components of a liquid using different boiling temperatures, allowing for all sorts of further uses.",1808–1833,DIRECT_1700_1836,Production V1.1,continuous_distillation,industrial_acids,VANILLA_BROADER,SPLIT,REWIRE;RETIME,ERA VI,Rewire toward V1 prerequisite logic: precision_machine_tools; industrial_acids,Partition current unlocks by historical mechanism among split nodes.,Vanilla framing compresses several historically distinct transitions.,"3 indexed relations and 7 occurrences make SPLIT an integration task, not a label-only edit.",VANILLA_BROADER overlap with continuous_distillation: Old stills and later continuous industrial separation are conflated.,HIGH,NO,NO,NO,NO,NO,MEDIUM,Old stills and later continuous industrial separation are conflated.,common/technology/technologies/10_production.txt:101
enclosure,Enclosure,"The merger of subsistence plots into enclosed, privately owned fields permits for more organized agriculture and the use of arable land for growing cash crops rather than food.",Production,era_1,common/technology/technologies/10_production.txt,gfx/interface/icons/invention_icons/enclosure.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:415,localization/english/inventions_l_english.yml:416,OK,ROOT,value = 3,STATIC,NONE,NONE,NONE,yes(default),17,buildings=16; decrees=1,28,BUILDING_REQUIREMENT=16; EVENT_EFFECT=4; LOCALIZATION_ONLY=2; PREREQUISITE=2; TRIGGER=3; UNLOCK=1,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,"Improved Husbandry; The merger of subsistence plots into enclosed, privately owned fields permits for more organized agriculture and the use of arable land for growing cash crops rather than food.",fin XVIIe–XVIIIe,DIRECT_1700_1836,Production V1.1,improved_husbandry,advanced_crop_rotations,PARTIAL,REWIRE,NONE,ERA I,Rewire toward V1 prerequisite logic: BASELINE_AGRICULTURE,Preserve indexed unlocks initially; retime/rewire after dependency review.,Broad or inherited capability needs differentiated pre-1836 timing.,"19 indexed relations and 28 occurrences make REWIRE an integration task, not a label-only edit.",PARTIAL overlap with improved_husbandry: Vanilla bundles land enclosure with farm/plantation construction; V1 models technique rather than property reorganization.,HIGH,NO,NO,NO,NO,NO,MEDIUM,Vanilla bundles land enclosure with farm/plantation construction; V1 models technique rather than property reorganization.,common/technology/technologies/10_production.txt:19
lathe,Lathe,"The lathe is a machine for rotating a piece of material, be it metal or wood, so that it can be easily be machined into the desired shape.",Production,era_1,common/technology/technologies/10_production.txt,gfx/interface/icons/invention_icons/lathe.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:270,localization/english/inventions_l_english.yml:271,OK,cotton_gin,value = 1 if = { limit = { OR = { has_strategy = ai_strategy_industrial_expansion has_strategy = ai_strategy_resource_expansion } } add = 1 },RESOURCE_CONDITIONAL,NONE,NONE,NONE,yes(default),3,production_methods=3,10,EVENT_EFFECT=1; LOCALIZATION_ONLY=2; PM_REQUIREMENT=3; PREREQUISITE=3; TRIGGER=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=1,NONE,NONE,"Precision Machine Tools; The lathe is a machine for rotating a piece of material, be it metal or wood, so that it can be easily be machined into the desired shape.",c.1797–1820,DIRECT_1700_1836,Production V1.1,precision_machine_tools,precision_boring,STRONG,MERGE,REWIRE;RETIME,ERA V,Rewire toward V1 prerequisite logic: precision_boring,Move indexed unlocks to the retained merged node after duplicate-gate review.,Usable concept; timing and granularity must be reconciled with the 1700-1836 V1 node.,"6 indexed relations and 10 occurrences make MERGE an integration task, not a label-only edit.",STRONG overlap with precision_machine_tools: Lathe is one member of the precision machine-tool transition.,HIGH,NO,NO,NO,NO,YES,MEDIUM,Lathe is one member of the precision machine-tool transition.,common/technology/technologies/10_production.txt:76
manufacturies,Manufacturies,"The guilds controlled the methods and hiring practices a business could use, limiting entry into the labor force and demanding that only highly skilled and certified (by the guild, naturally) craftsmen perform certain tasks. Increasingly, industrialists left the cities and founded new sites of innovation, free from the exacting standards and high wages of the guild masters.",Production,era_1,common/technology/technologies/10_production.txt,gfx/interface/icons/invention_icons/manufacturies.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:282,localization/english/inventions_l_english.yml:283,OK,ROOT,value = 3,STATIC,NONE,NONE,NONE,yes(default),9,buildings=6; decrees=1; journal_entries=1; laws=1,17,BUILDING_REQUIREMENT=6; EVENT_EFFECT=3; JOURNAL_REQUIREMENT=1; LAW_REQUIREMENT=1; LOCALIZATION_ONLY=2; PREREQUISITE=3; UNLOCK=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=2,NONE,NONE,"Interchangeable Manufacture; The guilds controlled the methods and hiring practices a business could use, limiting entry into the labor force and demanding that only highly skilled and certified (by the guild, naturally) craftsmen perform certain tasks. Increasingly, industrialists lef...","1800–1830s, maturité progressive",DIRECT_1700_1836,Production V1.1,interchangeable_manufacture,mechanized_spinning;mechanized_weaving;precision_machine_tools,VANILLA_BROADER,SPLIT,REWIRE;RETIME,ERA VI,Rewire toward V1 prerequisite logic: precision_machine_tools,Partition current unlocks by historical mechanism among split nodes.,Vanilla framing compresses several historically distinct transitions.,"12 indexed relations and 17 occurrences make SPLIT an integration task, not a label-only edit.",VANILLA_BROADER overlap with interchangeable_manufacture: Broad factory-building gateway covering distinct production transitions.,HIGH,NO,NO,NO,NO,NO,MEDIUM,Broad factory-building gateway covering distinct production transitions.,common/technology/technologies/10_production.txt:30
prospecting,Prospecting,"Mining gold requires first finding gold. From individuals panning for riches to industrial-scale searches, prospecting is what makes fortunes real.",Production,era_1,common/technology/technologies/10_production.txt,gfx/interface/icons/invention_icons/prospecting_tech.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:529,localization/english/inventions_l_english.yml:530,OK,shaft_mining,value = 1,STATIC,NONE,NONE,NONE,yes(default),2,buildings=2,7,BUILDING_REQUIREMENT=2; EVENT_EFFECT=2; LOCALIZATION_ONLY=2; PREREQUISITE=1,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,"Applied Mineralogy; Mining gold requires first finding gold. From individuals panning for riches to industrial-scale searches, prospecting is what makes fortunes real.",1760s+,DIRECT_1700_1836,Production V1.1,applied_mineralogy,geological_surveying,VANILLA_BROADER,SPLIT,REWIRE;RETIME,ERA III,Rewire toward V1 prerequisite logic: shaft_mining,Partition current unlocks by historical mechanism among split nodes.,Vanilla framing compresses several historically distinct transitions.,"3 indexed relations and 7 occurrences make SPLIT an integration task, not a label-only edit.",VANILLA_BROADER overlap with applied_mineralogy: Resource discovery combines practical mineralogy and state survey capacity.,HIGH,NO,NO,NO,NO,NO,MEDIUM,Resource discovery combines practical mineralogy and state survey capacity.,common/technology/technologies/10_production.txt:143
sericulture,Sericulture,The ancient and closely guarded technique of cultivating silkworms for the production of silk.,Production,era_1,common/technology/technologies/10_production.txt,gfx/interface/icons/invention_icons/sericulture.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:402,localization/english/inventions_l_english.yml:403,OK,ROOT,value = 1,STATIC,building_silk_plantation_throughput_add=0.25,NONE,NONE,no,0,NO_REVERSE_UNLOCK,10,EVENT_EFFECT=8; LOCALIZATION_ONLY=2,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=5,NONE,NONE,The ancient and closely guarded technique of cultivating silkworms for the production of silk.,Ancient regional legacy; differentiated starting knowledge by 1700,DIRECT_1700_1836,NONE,NONE,NONE,NONE,KEEP,NONE,ERA I / REGIONAL LEGACY START,Rebuild against the six-era 1700-1836 DAG during integration; preserve for now.,Preserve indexed unlocks initially; retime/rewire after dependency review.,Broad or inherited capability needs differentiated pre-1836 timing.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,LOW,UNKNOWN,NO,NO,YES,NO,MEDIUM,Human review required before implementation.,common/technology/technologies/10_production.txt:3
shaft_mining,Shaft Mining,"By mining straight down to the desired depth before branching it off, and then using a lift system to raise materials up and down it is possible to make a much more efficient mine.",Production,era_1,common/technology/technologies/10_production.txt,gfx/interface/icons/invention_icons/shaft_mining.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:406,localization/english/inventions_l_english.yml:407,OK,enclosure;manufacturies,value = 2,STATIC,NONE,NONE,NONE,yes(default),5,buildings=4; decrees=1,13,BUILDING_REQUIREMENT=4; EVENT_EFFECT=3; LOCALIZATION_ONLY=2; PREREQUISITE=3; UNLOCK=1,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,"Shaft Mining; By mining straight down to the desired depth before branching it off, and then using a lift system to raise materials up and down it is possible to make a much more efficient mine.",fin XVIIe–début XVIIIe,DIRECT_1700_1836,Production V1.1,shaft_mining,NONE,EXACT,RETIME,REWIRE,ERA I,Rewire toward V1 prerequisite logic: BASELINE_PRE_1700,Preserve indexed unlocks initially; retime/rewire after dependency review.,Usable concept; timing and granularity must be reconciled with the 1700-1836 V1 node.,"8 indexed relations and 13 occurrences make RETIME an integration task, not a label-only edit.",EXACT overlap with shaft_mining: Same mining-depth concept and general PM/building role.,MEDIUM,NO,NO,NO,NO,NO,HIGH,Same mining-depth concept and general PM/building role.,common/technology/technologies/10_production.txt:42
steelworking,Steelworking,"The hardy qualities of steel have been widely prized for millennia, but large-scale production of this invaluable iron alloy has proven difficult to master until recently.",Production,era_1,common/technology/technologies/10_production.txt,gfx/interface/icons/invention_icons/steelworking.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:527,localization/english/inventions_l_english.yml:528,OK,shaft_mining,value = 1 if = { limit = { OR = { has_strategy = ai_strategy_industrial_expansion has_strategy = ai_strategy_resource_expansion } } add = 1 },RESOURCE_CONDITIONAL,NONE,NONE,NONE,yes(default),9,buildings=1; company_types=6; production_methods=2,21,BUILDING_REQUIREMENT=1; COMPANY_REQUIREMENT=12; EVENT_EFFECT=2; LOCALIZATION_ONLY=2; PM_REQUIREMENT=2; PREREQUISITE=2,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,"Coke Smelting; The hardy qualities of steel have been widely prized for millennia, but large-scale production of this invaluable iron alloy has proven difficult to master until recently.",1709+,DIRECT_1700_1836,Production V1.1,coke_smelting,puddling_and_rolling;hot_blast_smelting,VANILLA_BROADER,SPLIT,REWIRE;RETIME,ERA I,Rewire toward V1 prerequisite logic: BASELINE_IRONWORKING,Partition current unlocks by historical mechanism among split nodes.,Vanilla framing compresses several historically distinct transitions.,"11 indexed relations and 21 occurrences make SPLIT an integration task, not a label-only edit.",VANILLA_BROADER overlap with coke_smelting: Generic steelworking compresses multiple iron and steel process ruptures.,HIGH,NO,NO,NO,NO,YES,MEDIUM,Generic steelworking compresses multiple iron and steel process ruptures.,common/technology/technologies/10_production.txt:118
atmospheric_engine,Atmospheric Engine,The Atmospheric Engine is the first steam engine that has an actual practical application. ,Production,era_2,common/technology/technologies/10_production.txt,gfx/interface/icons/invention_icons/atmospheric_engine.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:94,localization/english/inventions_l_english.yml:95,OK,shaft_mining,value = 1 if = { limit = { country_rank >= rank_value:unrecognized_major_power } add = 2 } if = { limit = { OR = { has_strategy = ai_strategy_industrial_expansion has_strategy = ai_strategy_resource_expansion } } add = 2 },RESOURCE_CONDITIONAL,NONE,NONE,NONE,yes(default),9,buildings=1; company_types=1; production_methods=5; ship_modifications=2,23,BUILDING_REQUIREMENT=1; COMPANY_REQUIREMENT=2; EVENT_CONDITION=1; EVENT_EFFECT=7; LOCALIZATION_ONLY=2; NAVAL_DESIGN_REQUIREMENT=2; PM_REQUIREMENT=5; PREREQUISITE=2; TRIGGER=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=1,NONE,NONE,Atmospheric Steam Engines; The Atmospheric Engine is the first steam engine that has an actual practical application.,1712+,DIRECT_1700_1836,Production V1.1,atmospheric_steam_engines,NONE,EXACT,RETIME,REWIRE,ERA I,Rewire toward V1 prerequisite logic: BASELINE_PUMPING_TECHNIQUES,Preserve indexed unlocks initially; retime/rewire after dependency review.,Usable concept; timing and granularity must be reconciled with the 1700-1836 V1 node.,"11 indexed relations and 23 occurrences make RETIME an integration task, not a label-only edit.",EXACT overlap with atmospheric_steam_engines: Same Newcomen-type practical steam-pumping concept.,VERY_HIGH,YES,YES,YES,NO,YES,HIGH,Same Newcomen-type practical steam-pumping concept.,common/technology/technologies/10_production.txt:249
baking_powder,Baking Powder,"Baked goods have been around since the dawn of civilization, but only with the advent of baking powder has baking at an industrial scale become truly possible.",Production,era_2,common/technology/technologies/10_production.txt,gfx/interface/icons/invention_icons/baking_powder.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:531,localization/english/inventions_l_english.yml:532,OK,fractional_distillation,value = 1,STATIC,NONE,NONE,NONE,yes(default),1,production_methods=1,3,LOCALIZATION_ONLY=2; PM_REQUIREMENT=1,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,"Baked goods have been around since the dawn of civilization, but only with the advent of baking powder has baking at an industrial scale become truly possible.",Mostly c. 1836-1860,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_2 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,LOW,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/10_production.txt:383
