"Technology_ID","Era","Category","Current_EN_Name","Current_FR_Name","Current_EN_Description","Current_FR_Description","Issue_Type","Needs_Name_Change","Needs_Description_Change","Notes"
"industrial_paper_bleaching","era_6","production","Industrial Paper Bleaching","Blanchiment industriel du papier","The systematic application of chemical bleaching processes to mechanized papermaking allows clearer and more uniform paper to be produced on a large scale.","L'application systématique des procédés chimiques de blanchiment à une production papetière mécanisée permet d'obtenir un papier plus clair et plus uniforme à grande échelle.","BAD_TRANSLATION","YES","NO","MOD_ADDED; definition=common/technology/technologies/10_tech3a_production.txt; en=localization/english/tech3a_technology_l_english.yml; fr=localization/french/tech3a_technology_l_french.yml; prerequisites=continuous_papermaking chemical_bleaching; unlocks=production_methods:pm_bleached_paper"
"traditional_food_processing","era_1","production","Traditional Food Processing","Transformation alimentaire traditionnelle","Established techniques of milling, cooking and processing agricultural products allow food production to be organized on a regular and larger scale.","Les techniques établies de mouture, de cuisson et de transformation des produits agricoles permettent d'organiser une production alimentaire régulière à plus grande échelle.","OK","NO","NO","MOD_ADDED; definition=common/technology/technologies/10_tech3a_production.txt; en=localization/english/tech3a_technology_l_english.yml; fr=localization/french/tech3a_technology_l_french.yml; prerequisites=none; unlocks=buildings:building_food_industry"
"organized_workshops","era_1","production","Organized Workshops","Ateliers organisés","Structured manufactories coordinate skilled workshops to produce tools, furniture and other useful household goods without requiring later industrial mechanization.","Des manufactures structurées coordonnent les ateliers spécialisés afin de produire outils, meubles et autres biens utiles au foyer sans exiger la mécanisation industrielle ultérieure.","OK","NO","NO","MOD_ADDED; definition=common/technology/technologies/10_tech3a_production.txt; en=localization/english/tech3a_technology_l_english.yml; fr=localization/french/tech3a_technology_l_french.yml; prerequisites=none; unlocks=buildings:building_furniture_manufactory|buildings:building_glassworks|buildings:building_tooling_workshop"
"sugar_refining","era_2","production","Sugar Refining","Raffinage du sucre","Improved clarification, concentration and crystallization processes allow refined sugar to be produced more regularly and on a larger scale.","Le perfectionnement des procédés de clarification, de concentration et de cristallisation permet de produire du sucre raffiné de manière plus régulière et à plus grande échelle.","OK","NO","NO","MOD_ADDED; definition=common/technology/technologies/10_tech3a_production.txt; en=localization/english/tech3a_technology_l_english.yml; fr=localization/french/tech3a_technology_l_french.yml; prerequisites=traditional_food_processing; unlocks=production_methods:pm_sweeteners|production_methods:vacuum_pan_sugar|production_methods:steam_powered_evaporation_sugar|production_methods:centrifugal_machine_sugar"
"mechanized_irrigation","era_6","production","Mechanized Irrigation","Irrigation mécanisée","The use of mechanical pumps and controlled distribution systems makes it possible to irrigate crops reliably on a scale that was previously impossible.","L'application de pompes mécaniques et de systèmes de distribution contrôlée permet d'irriguer les cultures de manière régulière à une échelle auparavant impossible.","OK","NO","NO","MOD_ADDED; definition=common/technology/technologies/10_tech3a_production.txt; en=localization/english/tech3a_technology_l_english.yml; fr=localization/french/tech3a_technology_l_french.yml; prerequisites=systematic_field_drainage rotative_steam_power; unlocks=production_methods:automatic_irrigation_building_vineyard|production_methods:automatic_irrigation_building_cotton_plantation|production_methods:automatic_irrigation_building_dye_plantation|production_methods:automatic_irrigation_building_opium_plantation|production_methods:automatic_irrigation_building_tea_plantation|production_methods:automatic_irrigation_building_tobacco_plantation|production_methods:automatic_irrigation_building_sugar_plantation|production_methods:automatic_irrigation_building_banana_plantation|production_methods:automatic_irrigation_building_silk_plantation|production_methods:automatic_irrigation_building_rubber_plantation|production_methods:pm_mechanized_spice_cultivation"
"organized_textile_production","era_1","production","Proto-Industrial Textile Production","Production textile proto-industrielle","The organization of spinners, weavers, dyers and merchants into guilds, workshops and dispersed production networks allows textile manufacturing to expand beyond individual artisans without requiring industrial machinery.","L'organisation des fileurs, tisserands, teinturiers et marchands au sein de guildes, d'ateliers spécialisés et de réseaux de travail dispersés permet d'étendre la production textile au-delà de l'artisanat individuel sans nécessiter de machines industrielles.","OK","NO","NO","MOD_ADDED; definition=common/technology/technologies/10_tech3a_production.txt; en=localization/english/tech3a_technology_l_english.yml; fr=localization/french/tech3a_technology_l_french.yml; prerequisites=none; unlocks=buildings:building_textile_mill|production_methods:pm_craftsman_sewing"
"portland_cement","era_7","production","Portland Cement","Ciment Portland","So named for its resemblance to stone quarried from an island in Dorset, England, this cement is an effective component in concrete, used for building large structures. It is produced from limestone and other common materials, making it very cheap.","Devant son nom à la similarité qu’il présente avec la pierre de Portland, dont les carrières sont situées sur la côte du Dorset en Angleterre, ce ciment est un composant essentiel du béton, utilisé notamment dans la construction de grandes structures. Il est produit à partir de calcaire et d’autres matériaux ordinaires, ce qui le rend peu coûteux.","OK","NO","NO","MOD_ADDED; definition=common/technology/technologies/11_tech6c1b_portland_cement.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=hydraulic_cements; unlocks=production_methods:pm_portland_cement_process"
"scientific_fortification_siegecraft","era_1","military","Fortification & Siege","Fortification et siège","The adoption of Scientific Fortification & Siegecraft advances the equipment, organization, or professional practice of early modern armies.","L’adoption de Fortification et poliorcétique scientifiques fait progresser l’équipement, l’organisation ou les pratiques professionnelles des armées modernes.","GENERIC_DESCRIPTION","NO","YES","MOD_ADDED; definition=common/technology/technologies/20_tech3a_military.txt; en=localization/english/tech3a_technology_l_english.yml; fr=localization/french/tech3a_technology_l_french.yml; prerequisites=organized_military_establishments; unlocks=buildings:building_naval_fortification"
"regulated_small_arms","era_2","military","Regulated Small Arms","Armes réglementaires","The adoption of Regulated Small Arms advances the equipment, organization, or professional practice of early modern armies.","L’adoption de Armes légères réglementaires fait progresser l’équipement, l’organisation ou les pratiques professionnelles des armées modernes.","GENERIC_DESCRIPTION","NO","YES","MOD_ADDED; definition=common/technology/technologies/20_tech3a_military.txt; en=localization/english/tech3a_technology_l_english.yml; fr=localization/french/tech3a_technology_l_french.yml; prerequisites=organized_military_establishments; unlocks=buildings:building_arms_industry"
"light_infantry_tactics","era_3","military","Light Infantry Tactics","Infanterie légère","The adoption of Light Infantry Tactics advances the equipment, organization, or professional practice of early modern armies.","L’adoption de Tactiques d’infanterie légère fait progresser l’équipement, l’organisation ou les pratiques professionnelles des armées modernes.","GENERIC_DESCRIPTION","NO","YES","MOD_ADDED; definition=common/technology/technologies/20_tech3a_military.txt; en=localization/english/tech3a_technology_l_english.yml; fr=localization/french/tech3a_technology_l_french.yml; prerequisites=organized_military_establishments; unlocks=none"
