TAG,Country,Region,Technology,Decision_Type,Triggering_Children,Parent_Gameplay_Content,Collateral_Unlocks,Collateral_Unlock_Cost,Historical_Abstraction_Fit,Final_Decision,Final_Reason,Architecture_Change_Required
CHT,Chitral,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,traditional_food_processing,STRUCTURAL_REQUIRED,distillation,building_food_industry,Contenu direct: building_food_industry | Branches désormais accessibles: automated_flour_milling;sugar_refining,LOW,HIGH,ACCEPT,distillation suppose une capacité organisée de transformation alimentaire; building_food_industry est un collatéral directement cohérent.,Aucun changement.
CIR,Circassia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;regulated_small_arms,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: permanent_engineer_services;permanent_military_hospitals;scientific_fortification_siegecraft;standardized_field_artillery,HIGH,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;regulated_small_arms; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
CIR,Circassia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,traditional_food_processing,STRUCTURAL_REQUIRED,distillation,building_food_industry,Contenu direct: building_food_industry | Branches désormais accessibles: automated_flour_milling;sugar_refining,LOW,HIGH,ACCEPT,distillation suppose une capacité organisée de transformation alimentaire; building_food_industry est un collatéral directement cohérent.,Aucun changement.
CLM,Colombia,AMERICAS_CARIBBEAN,organized_military_establishments,GAMEPLAY_ABSTRACTION,permanent_engineer_services;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: light_infantry_tactics;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft,HIGH,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément permanent_engineer_services;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
CMI,Chiang Mai,EAST_ASIA_SE_ASIA,organized_workshops,STRUCTURAL_REQUIRED,traditional_papermaking,building_furniture_manufactory;building_tooling_workshop,Contenu direct: building_furniture_manufactory;building_tooling_workshop | Branches désormais accessibles: coke_smelting;industrial_acids;precision_boring;traditional_glassmaking,UNACCEPTABLE,LOW,REMOVE_EDGE,traditional_papermaking ne justifie pas d'accorder simultanément les manufactures de meubles et d'outils.,"Retirer les arêtes vers traditional_papermaking, traditional_glassmaking et industrial_acids; conserver organized_workshops pour furniture/tooling et precision_boring."
CMI,Chiang Mai,EAST_ASIA_SE_ASIA,traditional_food_processing,STRUCTURAL_REQUIRED,distillation,building_food_industry,Contenu direct: building_food_industry | Branches désormais accessibles: automated_flour_milling;sugar_refining,LOW,HIGH,ACCEPT,distillation suppose une capacité organisée de transformation alimentaire; building_food_industry est un collatéral directement cohérent.,Aucun changement.
CON,Constantine,AFRICA,organized_military_establishments,GAMEPLAY_ABSTRACTION,regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: light_infantry_tactics;permanent_engineer_services;permanent_military_hospitals,HIGH,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
CON,Constantine,AFRICA,organized_naval_establishments,GAMEPLAY_ABSTRACTION,state_dockyard_systems,Candidat actuel : socle shipyard/naval administration déplacé sur le tronc,Contenu direct: Candidat actuel : socle shipyard/naval administration déplacé sur le tronc | Branches désormais accessibles: enclosed_dock_systems;scientific_naval_architecture;ship_classification_surveying,HIGH,MEDIUM,REDEFINE_PARENT,"state_dockyard_systems prouve une capacité navale spécialisée; le socle général est acceptable, mais shipyard/naval administration seraient collatéraux.",Conserver le tronc naval comme nœud structurel pur; ne déplacer aucun bâtiment ni administration sur lui.
CRO,Croatia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,codified_practical_knowledge,STRUCTURAL_REQUIRED,systematic_legal_codification,Aucun contenu direct; tronc de formalisation et transmission des savoirs,Contenu direct: Aucun contenu direct; tronc de formalisation et transmission des savoirs | Branches désormais accessibles: medical_degrees;organized_elementary_schooling;political_economy;systematic_cadastral_surveying,LOW,HIGH,ACCEPT_GAMEPLAY_ABSTRACTION,"systematic_legal_codification repose raisonnablement sur la conservation, la formalisation et la transmission de savoirs pratiques.",Conserver le tronc pur; ne pas réintroduire la presse périodique ni l'échange scientifique comme parents obligatoires.
CRO,Croatia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: permanent_military_hospitals,HIGH,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
CUB,Cuba,AMERICAS_CARIBBEAN,codified_practical_knowledge,STRUCTURAL_REQUIRED,medical_degrees,Aucun contenu direct; tronc de formalisation et transmission des savoirs,Contenu direct: Aucun contenu direct; tronc de formalisation et transmission des savoirs | Branches désormais accessibles: organized_elementary_schooling;political_economy;systematic_cadastral_surveying;systematic_legal_codification,LOW,HIGH,ACCEPT_GAMEPLAY_ABSTRACTION,"medical_degrees repose raisonnablement sur la conservation, la formalisation et la transmission de savoirs pratiques.",Conserver le tronc pur; ne pas réintroduire la presse périodique ni l'échange scientifique comme parents obligatoires.
CUB,Cuba,AMERICAS_CARIBBEAN,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;permanent_engineer_services;scientific_fortification_siegecraft;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: permanent_military_hospitals;regulated_small_arms,HIGH,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;permanent_engineer_services;scientific_fortification_siegecraft;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
CUB,Cuba,AMERICAS_CARIBBEAN,organized_naval_establishments,GAMEPLAY_ABSTRACTION,enclosed_dock_systems;scientific_naval_architecture;state_dockyard_systems,Candidat actuel : socle shipyard/naval administration déplacé sur le tronc,Contenu direct: Candidat actuel : socle shipyard/naval administration déplacé sur le tronc | Branches désormais accessibles: ship_classification_surveying,MEDIUM,HIGH,REDEFINE_PARENT,"enclosed_dock_systems;scientific_naval_architecture;state_dockyard_systems prouve une capacité navale spécialisée; le socle général est acceptable, mais shipyard/naval administration seraient collatéraux.",Conserver le tronc naval comme nœud structurel pur; ne déplacer aucun bâtiment ni administration sur lui.
DAI,Dai Nam,EAST_ASIA_SE_ASIA,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: permanent_engineer_services;permanent_military_hospitals,HIGH,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
DAI,Dai Nam,EAST_ASIA_SE_ASIA,organized_naval_establishments,GAMEPLAY_ABSTRACTION,state_dockyard_systems,Candidat actuel : socle shipyard/naval administration déplacé sur le tronc,Contenu direct: Candidat actuel : socle shipyard/naval administration déplacé sur le tronc | Branches désormais accessibles: enclosed_dock_systems;scientific_naval_architecture;ship_classification_surveying,HIGH,MEDIUM,REDEFINE_PARENT,"state_dockyard_systems prouve une capacité navale spécialisée; le socle général est acceptable, mais shipyard/naval administration seraient collatéraux.",Conserver le tronc naval comme nœud structurel pur; ne déplacer aucun bâtiment ni administration sur lui.
DEI,East Indies,EAST_ASIA_SE_ASIA,organized_financial_institutions,GAMEPLAY_ABSTRACTION,commercial_insurance_markets,Candidat actuel : country_loan_interest_rate_add = -0.01,Contenu direct: Candidat actuel : country_loan_interest_rate_add = -0.01 | Branches désormais accessibles: institutionalized_public_credit;stock_exchange,MEDIUM,HIGH,REDEFINE_PARENT,"commercial_insurance_markets implique comptabilité, crédit ou intermédiation; le concept général convient sans bonus financier automatique.",Conserver le tronc financier pur et supprimer le bonus proposé country_loan_interest_rate_add = -0.01.
DEI,East Indies,EAST_ASIA_SE_ASIA,organized_military_establishments,GAMEPLAY_ABSTRACTION,light_infantry_tactics;permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery,Candidat actuel : building_barracks déplacé sur le tronc,Contenu direct: Candidat actuel : building_barracks déplacé sur le tronc | Branches désormais accessibles: aucune branche sœur supplémentaire,HIGH,HIGH,REDEFINE_PARENT,La SECOND PASS justifie simultanément light_infantry_tactics;permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery; un socle commun est pertinent à condition de rester purement structurel.,"Conserver un seul tronc militaire, le redéfinir comme fondations générales d'organisation militaire et ne lui donner ni caserne, ni bâtiment, ni PM, ni bonus."
DEI,East Indies,EAST_ASIA_SE_ASIA,organized_naval_establishments,GAMEPLAY_ABSTRACTION,enclosed_dock_systems;scientific_naval_architecture;state_dockyard_systems,Candidat actuel : socle shipyard/naval administration déplacé sur le tronc,Contenu direct: Candidat actuel : socle shipyard/naval administration déplacé sur le tronc | Branches désormais accessibles: ship_classification_surveying,MEDIUM,HIGH,REDEFINE_PARENT,"enclosed_dock_systems;scientific_naval_architecture;state_dockyard_systems prouve une capacité navale spécialisée; le socle général est acceptable, mais shipyard/naval administration seraient collatéraux.",Conserver le tronc naval comme nœud structurel pur; ne déplacer aucun bâtiment ni administration sur lui.
DEN,Denmark,NORTHERN_EASTERN_EUROPE,organized_financial_institutions,GAMEPLAY_ABSTRACTION,commercial_insurance_markets;institutionalized_public_credit,Candidat actuel : country_loan_interest_rate_add = -0.01,Contenu direct: Candidat actuel : country_loan_interest_rate_add = -0.01 | Branches désormais accessibles: stock_exchange,MEDIUM,HIGH,REDEFINE_PARENT,"commercial_insurance_markets;institutionalized_public_credit implique comptabilité, crédit ou intermédiation; le concept général convient sans bonus financier automatique.",Conserver le tronc financier pur et supprimer le bonus proposé country_loan_interest_rate_add = -0.01.
